timestamp,processing time,predicted pt
303.35752,726.2,502.3594055175781
339.3502902790279,66645.5,491.5122375488281
351.3424924012158,9852.0,525.453857421875
376.175,360.0,520.0194702148438
390.10839485981313,76984.2,511.7746276855469
394.94502925327174,38910.7,535.1622924804688
418.10665384615385,1535.4,546.4959716796875
445.19302702702703,2121.6,538.8760375976562
473.3449402597402,11509.8,538.7338256835938
478.60571428571427,1040.0,535.0653076171875
494.6967403189066,13103.1,529.4361572265625
555.2648886685553,105821.4,527.0462646484375
578.4732707889126,14018.9,555.8192138671875
581.2239361702128,1397.5,552.9437255859375
624.7578947368422,570.0,548.3790893554688
640.597017601502,127800.8,532.9227905273438
651.2847407407407,761.2,558.5006713867188
660.4692028985507,4025.0,556.8981323242188
665.246,2742.7,552.9063110351562
678.2414751552795,9624.5,553.2984008789062
695.09875,567.0,539.21435546875
701.3916607828089,117199.5,535.9005737304688
718.3989883720931,5097.4,554.9378051757812
743.3958235294117,1449.4,551.483154296875
747.9305945945946,2173.6,551.3795166015625
749.2122166666667,7145.5,547.895751953125
758.7884859813084,3133.2,545.480224609375
769.6476551724138,2585.4,542.7941284179688
773.26075,462.8,540.30859375
773.6737591836735,154320.9,538.9359741210938
774.6126038961039,9205.2,572.57470703125
790.4150227272727,2508.4,573.0027465820312
795.5585454545454,631.2,572.4473876953125
797.0241929510155,50039.3,571.1149291992188
802.6578947368422,570.0,572.2625732421875
807.6181568627451,1459.2,571.0458984375
811.7666666666667,270.0,569.9657592773438
818.75,360.0,568.91845703125
836.2301171875,3764.5,567.9522094726562
837.8275862068966,870.0,567.1890258789062
838.8198333333333,1599.9,566.3685302734375
844.4883155416012,19044.3,565.62939453125
850.7411127982647,13741.2,565.557373046875
851.1820746561885,15232.4,565.3071899414062
861.162697368421,2273.5,562.1898803710938
867.8233888888889,995.8,561.666748046875
893.4078536585366,1227.8,561.7717895507812
895.5899431818183,2563.9,561.2266235351562
898.2186923076922,1948.5,560.756591796875
928.3072991202346,20402.2,560.8013305664062
934.0439652173914,6820.5,560.91796875
939.484609375,1908.5,560.6128540039062
940.421052631579,570.0,560.17822265625
957.2006935483871,1845.7,558.2105712890625
961.9002142857142,399.7,558.1761474609375
963.4983238095238,15685.1,557.9833374023438
966.8641,1193.6,558.18212890625
969.5757849056604,15813.6,558.0060424804688
971.9691578947368,1645.8,558.0521240234375
990.3159302325581,1251.5,557.9359130859375
1000.4847647058823,505.9,557.94580078125
1003.5988974358975,3453.0,561.02490234375
1004.6926166666666,1784.3,561.3558349609375
1005.1383598707404,101842.6,561.8386840820312
1008.7162352941177,984.8,558.1580810546875
1015.151090909091,647.6,558.2661743164062
1017.8182777777778,537.1,558.6386108398438
1023.6835094339623,1567.4,558.7998046875
1024.4178073136427,106453.4,559.120361328125
1039.8048979591838,1446.0,558.0401611328125
1049.0277142857142,401.2,558.1732788085938
1051.86265625,939.2,558.0880126953125
1064.20096,737.6,558.0603637695312
1072.8594313725491,1526.9,558.037109375
1073.186048192771,4901.6,557.9102172851562
1075.2011046831956,10849.9,497.82635498046875
1079.9526315789474,570.0,497.917236328125
1089.6336284751474,35608.3,497.36639404296875
1091.3198571428572,1236.6,499.4197692871094
1091.9377674418604,1287.6,498.88909912109375
1092.8739844866654,172005.1,498.3836364746094
1103.3746110494785,134958.4,654.807861328125
1103.822566037736,1570.3,646.5712890625
1104.95496,732.6,647.4552612304688
1108.058143933685,39794.3,647.502197265625
1112.279965620971,139463.5,644.9493408203125
1116.3552972578761,102650.1,632.3880615234375
1121.433536585366,1182.5,621.93798828125
1125.5241739130436,624.4,623.8612670898438
1128.262246258946,184220.1,625.7639770507812
1131.309564304462,11335.6,681.0147094726562
1132.091081081081,1093.0,681.0756225585938
1135.2859090909092,325.5,681.1871337890625
1138.228199004975,6003.2,681.092529296875
1149.7508125,957.4,681.0499877929688
1150.26625,310.5,681.1651000976562
1156.6810387259395,130725.2,681.1996459960938
1158.180227447957,77641.8,679.0743408203125
1160.0010896302251,149088.4,676.45068359375
1161.4058162655895,170569.0,667.1528930664062
1162.5245454545454,3300.0,654.3147583007812
1163.8010747340425,112619.0,656.7174072265625
1167.640512282691,158574.7,649.5441284179688
1172.184,866.4,646.2645874023438
1172.7087855686914,146998.5,646.373291015625
1173.4645658536585,6106.4,647.0142211914062
1174.6719915966387,3526.7,646.5869140625
1175.249894736842,555.2,646.2003173828125
1180.698065750736,152627.7,646.3043212890625
1190.02125872752,198337.5,647.2985229492188
1190.3802345733043,136926.6,705.4421997070312
1194.2509426020408,164414.1,702.1524047851562
1197.15,420.0,691.4813842773438
1197.8156095284874,183079.7,693.5084838867188
1198.9086192523364,160352.4,690.8148803710938
1199.4289420237667,83144.8,692.3048095703125
1201.03100761937,176962.3,692.7774658203125
1205.8016006773921,176913.0,694.3405151367188
1207.8534208458084,160077.1,695.8179321289062
1214.5600133877551,183590.1,696.3358764648438
1214.6475802636025,177367.0,696.9946899414062
1215.402,1095.8,698.0610961914062
1219.804595744681,1388.4,697.6226196289062
1223.1587249034749,155229.7,697.1375122070312
1226.7568697149416,156597.3,697.974365234375
1233.6526857142856,1045.6,698.4107666015625
1233.7296142208775,198086.0,698.487548828125
1233.7952025316456,2340.4,697.8593139648438
1236.7411523809524,3137.9,697.9234619140625
1239.0890936623666,53278.8,698.3796997070312
1239.543874404762,201427.0,697.9874267578125
1240.9171624326405,38892.3,699.2425537109375
1248.1235478321923,170708.6,699.7786865234375
1248.3271306473116,202363.4,696.7725219726562
1248.5940724489794,146783.0,693.024658203125
1250.058285805321,188121.5,690.2434692382812
1250.6316688510267,68487.6,685.2362670898438
1254.7356666666667,694.4,685.16357421875
1254.9891314799077,246896.8,687.929443359375
1256.0928138866063,218851.1,59647.7578125
1257.2983656100737,68865.0,57420.265625
1257.5277614548888,126823.8,57439.0546875
1261.875530076706,148427.6,56870.3828125
1262.871234367225,180691.0,55327.83203125
1265.3325936395759,212085.1,53467.6484375
1265.514225316942,156029.4,51954.9375
1266.0872333518828,161564.1,51167.8125
1266.2572154183317,232556.6,50315.9609375
1267.10625,480.0,48211.43359375
1268.58,150.0,48877.6953125
1268.8465427868564,170570.1,49558.33984375
1271.5882138544646,188677.8,48254.375
1273.107046333602,148675.2,47480.55078125
1273.7978316151205,8703.1,47402.24609375
1274.3053632551935,157183.9,47490.5859375
1277.2810961538462,69966.1,47403.16015625
1278.4890256410256,1144.5,47415.89453125
1279.3840601398601,64151.1,47526.59375
1281.5674306279473,120668.6,47582.01953125
1284.7158690253048,127853.1,47490.65234375
1285.337134575136,143153.0,47437.703125
1285.3816665435747,162299.2,47379.31640625
1286.2764563782337,167996.2,47309.0078125
1288.805013772254,89189.6,47235.328125
1290.0966153846155,324.4,47232.33203125
1290.2346403674046,127156.6,47305.296875
1290.5477069526912,156483.9,47201.625
1293.94275928592,208236.1,47149.02734375
1296.9628593811203,229582.0,47076.15234375
1298.245200571701,62704.8,47018.08203125
1298.4471598563857,175294.4,47028.5546875
1300.02160267035,195324.4,46994.12890625
1300.939918022121,138087.8,46916.9765625
1301.2607692307693,361.0,46898.515625
1301.4706880065942,218170.2,46933.9609375
1302.6426911357341,173134.9,46884.796875
1302.6517391304349,2027.5,46853.6328125
1303.5701187200495,193847.2,46887.984375
1305.442857142857,1260.0,46783.546875
1305.807,1572.9,46819.1171875
1306.9790454545455,656.1,46853.9609375
1307.5985625,462.3,46888.53125
1307.9964901960784,3035.8,46922.5234375
1313.51273852657,148817.0,46921.7578125
1318.7276441953832,179175.5,46831.9921875
1319.098613387424,147710.3,46799.8046875
1319.286551724138,869.0,46779.8046875
1322.7628223534755,65791.2,46814.07421875
1324.2815789473684,565.0,46790.48828125
1325.470253588517,156591.3,46829.375
1325.9965086652478,197069.4,46806.23046875
1326.2724639048402,146127.1,46768.84375
1326.3074795427196,149372.7,46750.31640625
1326.5432514692236,193722.6,46730.93359375
1329.2321125995654,165553.0,46696.2265625
1330.0855121428572,167943.2,46668.86328125
1330.9807801008028,160526.9,46635.328125
1331.5431159267089,84936.5,46605.1171875
1331.8,360.0,46611.671875
1332.8586666666667,349.6,46656.328125
1332.9491609265099,247184.7,46695.1328125
1334.1187907858289,205612.2,46595.1484375
1334.7700980163359,154113.2,46544.96484375
1335.1459822441882,163662.7,46513.203125
1336.4814064665127,25910.2,46476.54296875
1336.5079431628217,179265.6,46517.3203125
1340.6298341913086,250422.7,46418.05859375
1344.1688571428572,594.7,45967.06640625
1346.3457307692306,771.1,46010.4375
1346.5864197770236,61693.6,46051.2421875
1346.7923076923075,390.0,46063.109375
1346.847458566261,182275.2,46093.9609375
1347.2959285264483,190388.2,46067.9375
1349.5286470588235,456.4,45995.828125
1350.6618770801817,79083.1,46037.5390625
1351.0667488218662,254174.1,46046.046875
1351.3426076571832,256128.2,45467.6640625
1351.4024517971911,251814.3,45072.8515625
1352.4959855095542,188188.3,45008.8515625
1352.6779356191864,164369.5,44985.8828125
1354.173864479931,69319.0,44967.6484375
1354.5426233121216,193083.0,44978.140625
1354.9260614978305,158851.0,44948.0703125
1357.5039533537624,176044.8,44925.98828125
1359.039361010009,131707.0,44897.234375
1359.2865835891141,146381.7,44886.69921875
1362.0643043948128,83087.1,44870.43359375
1362.145803329065,234197.3,44879.515625
1362.3382142857145,396.5,44828.015625
1363.409427927928,153049.7,44870.5078125
1364.1481109574836,173368.6,44852.15625
1364.7514686740228,160190.4,44775.84375
1366.2672987364622,99534.9,44751.5625
1366.3335481876334,140461.3,44755.28125
1369.3555792034053,98516.8,44740.375
1370.7559273422562,78281.4,44744.57421875
1371.9443111668757,167154.0,44757.796875
1371.9802629067246,207251.4,44731.265625
1372.8311541362837,238438.5,44677.34375
1373.6294117647058,3060.0,44480.9453125
1375.0201886120997,109433.5,44543.05078125
1375.9368634437594,155594.5,44486.1328125
1377.7978979838015,173898.2,44460.3046875
1379.0955185185185,1614.2,44424.2890625
1379.8909090909092,330.0,44486.4921875
1380.4465172413793,859.3,44486.62890625
1382.8025906183368,13983.2,44548.46875
1384.7956080843587,238758.0,44602.125
1385.7329492945328,67853.7,44530.14453125
1395.8007640552996,227606.5,44423.453125
1395.9336581541218,200707.5,44357.6640625
1398.1318461231547,225379.7,44306.91796875
1399.049774688958,154096.8,44242.51953125
1399.6490803649,68908.2,44219.28125
1400.7643406269206,243948.4,44244.3203125
1401.5580778210117,7617.4,44170.984375
1402.0895756097561,98226.1,44230.1796875
1403.01525,341.7,44238.4921875
1403.9008888888889,508.4,44251.3359375
1404.3852570260603,58478.6,44313.671875
1406.8284842496578,153144.9,44281.67578125
1406.9545836575876,69186.3,44259.39453125
1407.5063250728863,20526.1,44283.359375
1408.91921946453,153241.6,44293.921875
1410.0730368821294,78695.1,44271.76953125
1410.8032890975908,73210.8,44290.25
1412.8480985915494,2065.2,44326.140625
1415.7077727272726,1315.8,44384.765625
1416.3310254598969,203635.4,44442.68359375
1418.399,4206.0,44389.66796875
1419.864857142857,581.6,44445.7265625
1420.5828387096774,873.9,44502.890625
1421.8634132869834,77428.4,44503.046875
1426.1867099670758,200239.3,44463.2890625
1429.2026724137932,3389.0,44454.9921875
