timestamp,processing time,predicted pt
112.0,3.0,14.323222160339355
116.0,2.0,12.636984825134277
120.0,2.0,6.182370185852051
126.0,3.0,6.086060047149658
156.0,2.0,6.298413276672363
187.0,3.0,6.133929252624512
226.0,2.0,6.48798942565918
264.0,2.0,6.298413276672363
297.0,2.0,5.460955619812012
300.0,4.0,5.460955619812012
300.0,4.0,5.460955619812012
332.0,3.0,6.241214752197266
371.0,15.0,6.422506809234619
404.0,31.0,10.009785652160645
444.0,26.0,15.845943450927734
470.0,41.0,16.210731506347656
510.0,32.0,19.347253799438477
543.0,29.0,19.166767120361328
571.0,35.0,18.369762420654297
600.0,1.0,18.9743595123291
600.0,12.0,18.9743595123291
600.0,11.0,18.9743595123291
621.0,4.0,14.259596824645996
628.0,9.0,13.518961906433105
628.0,10.0,13.518961906433105
628.0,12.0,13.518961906433105
628.0,12.0,13.518961906433105
628.0,25.0,13.518961906433105
628.0,25.0,13.518961906433105
628.0,26.0,13.518961906433105
628.0,24.0,13.518961906433105
628.0,11.0,13.518961906433105
628.0,11.0,13.518961906433105
628.0,9.0,13.518961906433105
629.0,10.0,13.655007362365723
629.0,24.0,13.655007362365723
629.0,23.0,13.655007362365723
629.0,23.0,13.655007362365723
629.0,24.0,13.655007362365723
660.0,1.0,13.906554222106934
689.0,1.0,12.687589645385742
718.0,2.0,12.840167999267578
762.0,2.0,3.5260095596313477
794.0,3.0,5.460955619812012
835.0,3.0,6.298413276672363
868.0,4.0,6.533727645874023
900.0,13.0,6.809053897857666
900.0,13.0,6.809053897857666
907.0,6.0,9.658823013305664
949.0,24.0,10.226948738098145
984.0,42.0,12.309172630310059
1027.0,28.0,19.11281967163086
1054.0,39.0,19.78500747680664
1094.0,45.0,19.4249267578125
1139.0,35.0,20.94858741760254
1174.0,33.0,20.63509178161621
1200.0,20.0,19.537303924560547
1200.0,20.0,19.537303924560547
1200.0,1.0,19.537303924560547
1219.0,14.0,15.220999717712402
1261.0,45.0,14.1489896774292
1307.0,37.0,17.367443084716797
1343.0,34.0,20.794160842895508
1378.0,42.0,19.99186134338379
1409.0,1.0,20.571443557739258
1420.0,38.0,16.160335540771484
1458.0,33.0,16.688899993896484
1492.0,19.0,15.836246490478516
1500.0,1.0,15.358986854553223
1500.0,1.0,15.358986854553223
1500.0,2.0,15.358986854553223
1501.0,28.0,13.035052299499512
1502.0,28.0,13.803635597229004
1534.0,11.0,13.679105758666992
1568.0,19.0,11.469887733459473
1600.0,31.0,11.469887733459473
1632.0,46.0,14.871318817138672
1678.0,34.0,20.203336715698242
1700.0,1.0,19.942588806152344
